OSE Building ID,Data Year,Building Name,Building Type,Address,City,State,Zip Code,Latitude,Longitude,Neighborhood,Council District Code,Year Built,Numberof Floors,Property GFA Total,PropertyGFABuilding(s),Property GFA Parking,Primary Property Type,ENERGYSTAR Score,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Largest Property Use Type,Largest Property Use Type GFA,Second Largest Property Use Type,Second Largest Property Use Type GFA,Third Largest Property Use Type,Third Largest Property Use Type GFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPA Building Sub Type Name,Compliance Issue,Compliance Status,Electricity(kBtu),NaturalGas(kBtu),GHG Emissions Intensity,Total Ghg Emissions
376,2018,5TH & BELL BUILDING,NonResidential,2301 5TH AVE,SEATTLE,WA,98121,47.61598,-122.34369,DOWNTOWN,7,2002,6,287471,203880,83591,Office,70,77.300003052,77.300003052,15405426,15405426,216.5,216.5,Office,191814,Parking,81943,Other - Restaurant/Bar,5322,4515072,0,0,Office,Possible Missing Fuel or Data,Account Requires Verification,15405426,0,0.2,41.1
377,2018,SIXTH & WALL BUILDING (FORMER GROUP HEALTH),NonResidential,521 WALL ST,SEATTLE,WA,98121,47.61734,-122.34434,DOWNTOWN,7,1947,3,192630,144118,48512,Office,86,36.5,36.5,5340602,5340602,98.900001526,98.900001526,Office,146157,Parking,48199,,,1481726,0,2850,Office,No Issue,Compliant,5055649,284954,0.2,28.6
379,2018,3101 WESTERN (FORMERLY AIRBORNE BLDG),NonResidential,3101 WESTERN AVE,SEATTLE,WA,98121,47.6176,-122.35686,DOWNTOWN,7,1984,8,253103,191117,61986,Office,10,170.699996948,170.699996948,32091796,32091796,478.100006104,478.100006104,Office,162262,Parking,64667,Data Center,21634,9405568,0,0,Office,No Issue,Compliant,32091798,0,0.4,85.7
381,2018,QFC HOLMAN ROAD,NonResidential,9999 HOLMAN RD NW,SEATTLE,WA,98177,47.7019,-122.36374,NORTHWEST,6,1956,1,60880,60880,0,Supermarket/Grocery Store,75,207.600006104,203.899993896,12803407,12572645,419.399993896,416.700012207,Supermarket/Grocery Store,61666,,,,,2092666,0,54325,Supermarket/Grocery Store,No Issue,Compliant,7140176,5432469,5.1,307.6
382,2018,COLLINS BUILDING,NonResidential,520 2ND AVE,SEATTLE,WA,98104,47.60227,-122.33202,DOWNTOWN,1,1900,5,50176,50176,0,Office,,65.199996948,65.199996948,3267320,3267320,174.699996948,174.699996948,Office,37518,Other,8329,Restaurant,4253,891350,0,2260,Office,No Issue,Compliant,3041284,226035,0.4,20.1
383,2018,SMITH TOWER,NonResidential,506 2ND AVE,SEATTLE,WA,98104,47.60198,-122.33174,DOWNTOWN,7,1912,42,304346,304346,0,Office,73,71.900001526,69.800003052,19589880,19025640,145.300003052,143.199996948,Office,260056,Retail Store,6692,Other - Restaurant/Bar,4135,3162148,1078920,71575,Office,No Issue,Compliant,10789249,7157471,1.5,466.3
384,2018,DAWN FOOD PRODUCTS,NonResidential,6901 FOX AVE S,SEATTLE,WA,98108,47.54066,-122.33023,GREATER DUWAMISH,1,1977,1,128800,128800,0,Non-Refrigerated Warehouse,87,13.699999809,13.100000381,1758794,1680885,19.700000763,19.100000381,Non-Refrigerated Warehouse,119200,Other,9600,,,116030,0,12850,Non-Refrigerated Warehouse,No Issue,Compliant,395894,1284991,0.5,69.3
385,2018,SKINNER BLDG,NonResidential,1326 5TH AVE,SEATTLE,WA,98101,47.60932,-122.33388,DOWNTOWN,7,1927,8,226061,226061,0,Office,61,61.900001526,60.700000763,13998878,13731320,140.300003052,138.899993896,Office,166919,Performing Arts,39355,Retail Store,19787,2730286,4415584,0,Office,No Issue,Compliant,9315736,0,1.1,259.6
386,2018,IBM BUILDING,NonResidential,1200 5TH AVE,SEATTLE,WA,98101,47.60842,-122.33305,DOWNTOWN,7,1964,22,336330,269900,66430,Office,62,75.900001526,75,20026000,19779806,173.5,172.300003052,Office,256299,Parking,66430,Other - Restaurant/Bar,7438,3986985,5719354,4569,Office,No Issue,Compliant,13603593,456859,1.4,364.6
387,2018,PUGET SOUND PLAZA,NonResidential,1325 4TH AVE,SEATTLE,WA,98101,47.60869,-122.33588,DOWNTOWN,7,1960,21,552176,298426,253750,Office,51,108.300003052,105.800003052,32330000,31570478,216.399993896,213.800003052,Office,286538,Parking,197750,Other - Education,11888,4740766,15394984,0,Office,No Issue,Compliant,16175494,0,2.9,861.6
388,2018,RAINIER TOWER,NonResidential,1301 5TH AVE,SEATTLE,WA,98101,47.60896,-122.33481,DOWNTOWN,1,1976,42,476871,476871,0,Office,55,81.400001526,79.699996948,38760908,37949908,227.800003052,223,Office,476439,,,,,11122480,0,0,Office,No Issue,Compliant,37949902,0,0.2,101.3
389,2018,FAIRMONT OLYMPIC HOTEL,NonResidential,411 UNIVERSITY ST,SEATTLE,WA,98101,47.60804,-122.33391,DOWNTOWN,1,1923,12,542305,542305,0,Hotel,51,98.900001526,98.599998474,53615476,53466680,186.300003052,186.5,Hotel,542305,,,,,6890576,25363946,45921,Hotel,No Issue,Compliant,23510645,4592089,3.1,1655
390,2018,LOWES & AMAZON W,NonResidential,2700 RAINIER AVE S,SEATTLE,WA,98144,47.57936,-122.29744,SOUTHEAST,2,1980,2,291940,291940,0,Retail Store,85,41.400001526,40.799999237,12084650,11913204,105,104.400001526,Retail Store,191940,Parking,61800,Manufacturing/Industrial Plant,50000,3010494,0,16414,Retail Store,No Issue,Compliant,10271806,1641399,0.4,114.6
391,2018,THAW BUILDING,NonResidential,8300 MILITARY RD S,SEATTLE,WA,98108,47.52871,-122.29443,GREATER DUWAMISH,2,1970,1,88400,88400,0,Distribution Center,3,48.5,46.799999237,4427362,4271539,97.300003052,95.800003052,Distribution Center,49132,Non-Refrigerated Warehouse,42228,Distribution Center,27715,714430,0,18339,Distribution Center,No Issue,Compliant,2437634,1833905,1.2,103.9
392,2018,"EUROPEAN SOAPS, LTD",NonResidential,920 N 137TH ST,SEATTLE,WA,98133,47.72912,-122.34677,NORTHWEST,5,1960,1,52311,52311,0,Non-Refrigerated Warehouse,96,11.899999619,11.699999809,610250,599842,13.5,13.300000191,Non-Refrigerated Warehouse,51116,,,,,8632,0,5704,Non-Refrigerated Warehouse,No Issue,Compliant,29451,570391,0.6,30.4
393,2018,500 YALE AVENUE NORTH,NonResidential,500 YALE AVE N,SEATTLE,WA,98109,47.62323,-122.33028,LAKE UNION,7,2009,5,141131,71421,69710,Office,92,36.799999237,36.799999237,2626688,2626688,103,103,Office,71421,Parking,69710,Retail Store,1309,769838,0,0,Office,No Issue,Compliant,2626688,0,0.1,7
394,2018,REPUBLICAN BUILDING,NonResidential,501 EASTLAKE AVE E,SEATTLE,WA,98109,47.62333,-122.3296,LAKE UNION,1,2001,5,176532,106465,70067,Office,43,87.900001526,87.699996948,9097281,9078642,228.800003052,228.600006104,Office,103494,Parking,70067,,,2365860,0,10063,Office,No Issue,Compliant,8072314,1006329,0.7,75
395,2018,FERGUSON TERMINAL,NonResidential,4205 9TH AVE NW,SEATTLE,WA,98107,47.65825,-122.3683,BALLARD,6,1973,1,52500,52500,0,Non-Refrigerated Warehouse,3,70.099998474,69.099998474,3870753,3815416,175.600006104,174.600006104,Non-Refrigerated Warehouse,49395,Office,5853,,,944284,0,5935,Non-Refrigerated Warehouse,No Issue,Compliant,3221899,593517,0.8,40.1
396,2018,SALMON BAY CENTER 5301,NonResidential,5301 SHILSHOLE AVE NW,SEATTLE,WA,98107,47.66587,-122.38476,BALLARD,6,1959,2,57300,57300,0,Non-Refrigerated Warehouse,58,79.300003052,75.099998474,4424860,4191813,139.199996948,134.800003052,Non-Refrigerated Warehouse,38183,Office,17637,,,522769,0,24081,Non-Refrigerated Warehouse,No Issue,Compliant,1783688,2408125,2.3,132.7
398,2018,2601 ELLIOTT AVE,NonResidential,2601 ELLIOTT AVE,SEATTLE,WA,98121,47.61429,-122.35263,DOWNTOWN,1,1916,6,350310,350310,0,Office,80,55.599998474,55.5,18888918,18843266,145.800003052,145.699996948,Office,303797,College/University,26900,Restaurant,7666,4975622,0,18664,Office,No Issue,Compliant,16976822,1866445,0.4,144.4
399,2018,WASH MUTUAL TOWER (1201 THIRD AVE),NonResidential,1201 3RD AVE,SEATTLE,WA,98101,47.60723,-122.33611,DOWNTOWN,7,1988,55,1400000,1115000,285000,Office,87,41.700000763,41.599998474,47068716,46917748,111.699996948,111.5,Office,1119004,Parking,264481,Restaurant,9571,12773040,1965043,13711,Office,No Issue,Compliant,43581612,1371084,0.3,293.6
401,2018,WASHINGTON ATHLETIC CLUB,NonResidential,1325 6TH AVE,SEATTLE,WA,98101,47.60968,-122.33379,DOWNTOWN,1,1930,21,305548,305548,0,Hotel,76,107.300003052,106.400001526,33263960,32993652,194.100006104,194.100006104,Hotel,310000,,,,,3845531,16667408,32053,Hotel,No Issue,Compliant,13120952,3205294,3.6,1091.3
402,2018,US BANK CENTRE,NonResidential,1420 5TH AVE,SEATTLE,WA,98101,47.61054,-122.33466,DOWNTOWN,7,1989,46,1536606,1023998,512608,Office,79,53.099998474,52.599998474,57955156,57372388,142.5,141,Office,1002403,Parking,377046,Other,53116,15686480,0,38501,Office,No Issue,Compliant,53522270,3850100,0.3,347.4
403,2018,LOGAN BUILDING,NonResidential,500 UNION ST,SEATTLE,WA,98101,47.61003,-122.33452,DOWNTOWN,1,1958,10,135918,135918,0,Office,65,68.900001526,66.5,9954911,9610713,130,127.400001526,Office,144570,,,,,1259330,5313878,0,Office,No Issue,Compliant,4296834,0,2.2,294
404,2018,O'SHEA BUILDING/GAP,NonResidential,1524 5TH AVE,SEATTLE,WA,98101,47.61159,-122.33601,DOWNTOWN,1,1914,4,79957,79957,0,Retail Store,33,73.400001526,74.300003052,4799972,4860650,205.399993896,208,Retail Store,35694,Office,29723,,,1424575,0,0,Retail Store,No Issue,Compliant,4860650,0,0.2,13
405,2018,DECATUR BUILDING,NonResidential,1511 6TH AVE,SEATTLE,WA,98101,47.61166,-122.33528,DOWNTOWN,1,1921,4,127268,127268,0,Office,57,58.299999237,58.299999237,7415072,7415072,151.800003052,151.800003052,Office,71284,Retail Store,44122,Other - Restaurant/Bar,11862,1923984,255787,5946,Office,No Issue,Compliant,6564633,594650,0.5,62.7
406,2018,520 PIKE BUILDING,NonResidential,520 PIKE ST,SEATTLE,WA,98101,47.61125,-122.33494,DOWNTOWN,7,1983,29,500000,500000,0,Office,84,46.299999237,46.599998474,19709608,19852626,129.600006104,130.5,Office,411301,Parking,80005,Retail Store,14528,5818472,0,0,Office,No Issue,Compliant,19852626,0,0.1,53
408,2018,FOURTH & PIKE BUILDING,NonResidential,1424 4TH AVE,SEATTLE,WA,98101,47.61005,-122.3361,DOWNTOWN,1,1926,10,132326,132326,0,Retail Store,,,,,,,,Retail Store,9328,Retail Store,9328,Retail Store,19670,0,0,0,Retail Store,Low Outlier - EUI,Account Requires Verification,0,0,0,0
409,2018,WASHINGTON FEDERAL BUILDING,NonResidential,425 PIKE ST,SEATTLE,WA,98101,47.61033,-122.3357,DOWNTOWN,7,1984,6,109830,96630,13200,Office,56,73.900001526,73.900001526,6172200,6172200,207,207,Office,72748,Parking,13321,Retail Store,8521,1808969,0,0,Office,No Issue,Compliant,6172202,0,0.2,16.5
410,2018,MOTIF SEATTLE,NonResidential,1414 4TH AVE,SEATTLE,WA,98101,47.60996,-122.33572,DOWNTOWN,7,1973,19,332067,272787,59280,Hotel,43,90.099998474,90.099998474,29909162,29909162,177,177,Hotel,332067,,,,,4266790,12457282,28936,Hotel,No Issue,Compliant,14558287,2893594,3.1,854.8
411,2018,JOSHUA GREEN BUILDING,NonResidential,1425 4TH AVE,SEATTLE,WA,98101,47.60991,-122.33687,DOWNTOWN,1,1910,10,109266,109266,0,Office,79,62.900001526,62.099998474,6873320,6783264,116.400001526,115,Office,98408,Restaurant,10858,,,886494,955683,28029,Office,No Issue,Compliant,3024718,2802863,1.9,207.7
412,2018,MIKEN BLDG.,NonResidential,1417 4TH AVE,SEATTLE,WA,98101,47.60953,-122.33647,DOWNTOWN,1,1920,8,60660,60660,0,Office,63,39.5,39.5,2431995,2431995,110.699996948,110.699996948,Office,56567,Retail Store,4962,,,712777,0,0,Office,No Issue,Compliant,2431995,0,0.1,6.5
413,2018,VANCE BUILDING & STERLING BLDG.,NonResidential,1402 3RD AVE,SEATTLE,WA,98101,47.60902,-122.33674,DOWNTOWN,7,1929,14,137350,137350,0,Office,95,36.5,35,4996984,4793710,66.800003052,65,Office,137015,,,,,575217,2831068,0,Office,No Issue,Compliant,1962642,0,1.1,155.7
414,2018,1411 BUILDING,NonResidential,1411 4TH AVE,SEATTLE,WA,98101,47.60923,-122.33625,DOWNTOWN,7,1929,15,151039,151039,0,Office,81,,29.299999237,,3771780,,70.599998474,Office,125473,Bank Branch,3342,,,835663,0,0,Office,No Issue,Compliant,2851283,0,0.1,7.6
415,2018,CENTURY SQUARE,NonResidential,1501 4TH AVE,SEATTLE,WA,98101,47.61022,-122.33745,DOWNTOWN,7,1985,30,755000,620338,134662,Office,64,78.599998474,77.5,52654292,51928472,195.600006104,193.100006104,Office,643083,Parking,126891,Other,12589,12515990,627085,85968,Office,No Issue,Compliant,42704558,8596848,1,603.9
416,2018,CHROMER BUILDING,NonResidential,1516 2ND AVE,SEATTLE,WA,98101,47.60995,-122.33904,DOWNTOWN,1,1906,4,63540,63540,0,Office,88,29.299999237,29.299999237,1662874,1662874,82,82,Office,56747,,,,,487361,0,0,Office,No Issue,Compliant,1662874,0,0.1,4.4
417,2018,MELBOURNE TOWER OFF,NonResidential,1511 3RD AVE,SEATTLE,WA,98101,47.60987,-122.33824,DOWNTOWN,7,1927,10,130893,130893,0,Office,87,48.599998474,48.099998474,6238426,6177322,136.100006104,134.699996948,Office,87925,Supermarket/Grocery Store,27177,Medical Office,13288,1810469,0,0,Office,No Issue,Compliant,6177320,0,0.1,16.5
418,2018,POLL BUILDING,NonResidential,110 UNION ST,SEATTLE,WA,98101,47.60821,-122.33899,DOWNTOWN,1,1910,5,79920,79920,0,Mixed Use Property,,32.799999237,33.099998474,2618843,2643808,91.800003052,92.599998474,Office,39960,Retail Store,26640,Other,13320,774856,0,0,Mixed Use Property,No Issue,Compliant,2643808,0,0.1,7.1
419,2018,MAIN MARKET,Campus,1501 PIKE PL,SEATTLE,WA,98101,47.60881,-122.34119,DOWNTOWN,1,1908,4,137400,137400,0,Mixed Use Property,,117.199996948,118.099998474,14260543,14365311,266.799987793,268.700012207,Retail Store,44078,Other - Restaurant/Bar,19182,Multifamily Housing,14380,2950759,0,42973,Mixed Use Property,No Issue,Compliant,10067990,4297320,1.9,255.1
420,2018,MERIDIAN CENTER WEST,NonResidential,1500 6TH AVE,SEATTLE,WA,98101,47.61164,-122.33446,DOWNTOWN,7,1996,6,147852,61423,86429,Parking,,137.300003052,137.300003052,8432328,8432328,314.700012207,314.700012207,Parking,64821,Retail Store,40629,Other - Restaurant/Bar,13039,1753961,0,24478,Parking,No Issue,Compliant,5984515,2447813,2.4,146
421,2018,MERIDIAN CENTER EAST,NonResidential,614 PIKE ST,SEATTLE,WA,98101,47.61185,-122.33421,DOWNTOWN,7,1996,4,267335,100375,166960,Parking,,163.600006104,165.899993896,16420217,16652147,415.700012207,424.100006104,Parking,166960,Movie Theater,72975,Other - Restaurant/Bar,27400,4201658,0,23161,Parking,No Issue,Compliant,14336057,2316089,1.6,161.3
422,2018,TWO UNION SQUARE,NonResidential,601 UNION ST,SEATTLE,WA,98101,47.61043,-122.33206,DOWNTOWN,1,1989,56,1605578,1215718,389860,Office,91,39.799999237,39.5,48440712,48039136,109.300003052,108.5,Office,1180016,Parking,389860,Retail Store,30744,13626490,996999,5485,Office,No Issue,Compliant,46493584,548538,0.2,206.2
423,2018,ONE UNION SQUARE,NonResidential,600 UNIVERSITY ST,SEATTLE,WA,98101,47.60967,-122.33229,DOWNTOWN,1,1980,36,794592,757986,36606,Office,97,34,33.799999237,25762024,25643960,93,92.599998474,Office,735372,Parking,36606,Retail Store,12885,7244935,0,9242,Office,No Issue,Compliant,24719718,924243,0.2,115.1
424,2018,PARK PLACE OFFICE BLDG,NonResidential,1200 6TH AVE,SEATTLE,WA,98101,47.60909,-122.33202,DOWNTOWN,1,1971,21,456304,353366,102938,Office,74,56.599998474,55.900001526,19854454,19634280,158.300003052,156.600006104,Office,340620,Parking,102938,Pre-school/Daycare,4674,5754478,0,0,Office,No Issue,Compliant,19634279,0,0.1,52.4
425,2018,L&B CIP FIRST & STEWART LLC,NonResidential,101 STEWART ST,SEATTLE,WA,98101,47.61029,-122.34089,DOWNTOWN,7,1986,12,115857,100717,15140,Office,83,48.099998474,47.700000763,4843844,4802266,134.699996948,133.5,Office,100717,Parking,11844,Restaurant,528,1407464,0,0,Office,No Issue,Compliant,4802267,0,0.1,12.8
426,2018,WORLD TRADE CENTER-WEST,NonResidential,2200 ALASKAN WAY,SEATTLE,WA,98121,47.61116,-122.34748,DOWNTOWN,1,1999,4,87500,70000,17500,Office,71,60.700000763,60.700000763,4358796,4358796,170.100006104,170.100006104,Office,70090,Other,1672,,,1277490,0,0,Office,No Issue,Compliant,4358796,0,0.2,11.6
427,2018,WORLD TRADE CENTER-EAST,NonResidential,2211 ELLIOTT AVE,SEATTLE,WA,98121,47.6117,-122.34778,DOWNTOWN,1,1998,11,374405,189629,184776,Office,76,54.5,54.5,10504508,10504508,152.600006104,152.600006104,Office,169709,Laboratory,23089,,,3078695,0,0,Office,No Issue,Compliant,10504507,0,0.1,28
428,2018,CENTURYLINK: LENORA MAIN,NonResidential,120 LENORA ST,SEATTLE,WA,98121,47.61252,-122.34351,DOWNTOWN,1,1985,12,193500,155500,38000,Other,,80,80,11739929,11739929,224.100006104,224.100006104,Other,146689,,,,,3440776,0,0,Other,No Issue,Compliant,11739928,0,0.2,31.3
429,2018,TERMINAL SALES OFFICE BUILDING,NonResidential,1932 1ST AVE,SEATTLE,WA,98101,47.61108,-122.34217,DOWNTOWN,1,1923,11,102846,102846,0,Office,,55.400001526,53.200000763,5615156,5391230,98.400001526,95.699996948,Office,93879,Retail Store,7500,,,590174,3377556,0,Office,No Issue,Compliant,2013673,0,1.8,184.9
430,2018,MARSHALL BUILDING/DAHLIA LOUNGE,NonResidential,2013 4TH AVE,SEATTLE,WA,98121,47.61304,-122.34059,DOWNTOWN,7,1925,4,52800,52800,0,Office,78,43.099998474,42.599998474,2235857,2206357,98.900001526,98.300003052,Office,38880,Restaurant,12960,,,465434,0,6183,Office,No Issue,Compliant,1588060,618297,0.7,37.1
432,2018,SECURITIES & MARKET BUILDING CAMPUS,Campus,1904 3RD AVE,SEATTLE,WA,98101,47.61216,-122.33951,DOWNTOWN,1,1913,10,448832,268832,180000,Office,,81.300003052,80.199996948,20247936,19974424,191.100006104,190.399993896,Office,239561,Parking,180928,Retail Store,9435,4292626,5327982,0,Office,No Issue,Compliant,14646440,0,1.2,322.3
433,2018,300 PINE STREET,NonResidential,300 PINE ST,SEATTLE,WA,98101,47.6113,-122.33844,DOWNTOWN,1,1929,8,861702,861702,0,Office,93,,29.299999237,,25420988,,73.800003052,Office,590164,Retail Store,277108,,,6144818,4085418,0,Office,No Issue,Compliant,20966119,0,0.3,273.2
434,2018,VIRGINIA MASON - BENAROYA RESEARCH INSTITUTE,NonResidential,1201 9TH AVE,SEATTLE,WA,98101,47.61,-122.32922,EAST,1,1999,5,206950,109550,97400,Mixed Use Property,,151.199996948,152.100006104,16568619,16663343,399.299987793,403.100006104,Parking,97400,Laboratory,59504,Office,50046,4424573,1566700,0,Mixed Use Property,No Issue,Compliant,15096643,0,1.1,123.6
435,2018,WASHINGTON STATE CONVENTION CENTER,NonResidential,800 CONVENTION PL,SEATTLE,WA,98101,47.61195,-122.33167,DOWNTOWN,1,1990,6,1758750,1072000,686750,Convention Center,,597.700012207,596.900024414,640734016,639831488,1641.400024414,1640.400024414,Convention Center,1072000,Parking,686750,,,181516608,18640796,18560,Convention Center,No Issue,Compliant,619334666,1856023,2.6,2742.8
436,2018,VIRGINIA MASON - Health Resources Building,NonResidential,909 UNIVERSITY ST,SEATTLE,WA,98101,47.61048,-122.32837,EAST,3,1988,9,46710,46710,0,Urgent Care/Clinic/Other Outpatient,,61.400001526,59.700000763,4781306,4646652,130.100006104,127.900001526,Urgent Care/Clinic/Other Outpatient,77809,,,,,800051,1916878,0,Urgent Care/Clinic/Other Outpatient,Possible Missing Fuel or Data,Account Requires Verification,2729774,0,2.3,109.2
437,2018,VIRGINIA MASON- Lindeman Pavilion,NonResidential,1201 TERRY AVE,SEATTLE,WA,98101,47.61048,-122.32837,EAST,3,1945,3,266000,162000,104000,Medical Office,65,88.199996948,87.900001526,14285642,14236464,223.300003052,223,Medical Office,162000,Parking,104000,,,3533673,488546,16910,Medical Office,No Issue,Compliant,12056892,1691027,0.9,148
438,2018,1101 MADISON TOWER,NonResidential,1101 MADISON ST,SEATTLE,WA,98104,47.60921,-122.32425,EAST,1,1992,14,690158,282363,407795,Medical Office,39,100.900001526,100.900001526,27276008,27276008,282.5,282.5,Medical Office,270384,Parking,270383,,,7994141,0,0,Medical Office,No Issue,Compliant,27276009,0,0.3,72.8
441,2018,BEST WESTERN EXECUTIVE INN - SEATTLE,NonResidential,200 TAYLOR AVE N,SEATTLE,WA,98109,47.62036,-122.34588,LAKE UNION,1,1979,5,109017,79608,29409,Hotel,44,91.699996948,91.699996948,10000023,10000023,189,189,Hotel,109017,,,,,1691362,0,42291,Hotel,No Issue,Compliant,5770927,4229096,3,240
443,2018,ELLIOTT BAY OFFICE PARK,NonResidential,300 ELLIOTT AVE W,SEATTLE,WA,98119,47.62177,-122.36158,MAGNOLIA / QUEEN ANNE,1,1981,5,275734,237282,38452,Office,,,12,,2735194,,31.200000763,Office,228722,Parking,38171,,,715718,0,0,Office,No Issue,Compliant,2442031,0,0,6.5
444,2018,FEDEX VAN TERMINAL,NonResidential,651 S ALASKA ST,SEATTLE,WA,98108,47.56064,-122.32522,GREATER DUWAMISH,2,2001,1,123061,123061,0,Non-Refrigerated Warehouse,41,18.200000763,18.200000763,2240370,2240370,51,51,Non-Refrigerated Warehouse,123061,,,,,656615,0,0,Non-Refrigerated Warehouse,No Issue,Compliant,2240369,0,0,6
446,2018,WASHINGTON STATE FERRIES,NonResidential,6000 6TH AVE S,SEATTLE,WA,98108,47.54868,-122.3255,GREATER DUWAMISH,2,1963,1,59090,59090,0,Distribution Center,32,62.5,58.5,3695678,3455350,83,78.599998474,Distribution Center,47570,Office,11520,,,169772,0,28761,Distribution Center,No Issue,Compliant,579263,2876087,2.6,154.3
447,2018,GTE SYLVANIA,NonResidential,750 S MICHIGAN ST,SEATTLE,WA,98108,47.5471,-122.32406,GREATER DUWAMISH,2,1963,1,106000,106000,0,Non-Refrigerated Warehouse,42,28.700000763,27.200000763,3045946,2880476,47.700000763,46.099998474,Non-Refrigerated Warehouse,106000,,,,,311517,0,18176,Non-Refrigerated Warehouse,No Issue,Compliant,1062896,1817580,0.9,99.4
449,2018,1551 EASTLAKE BLDG.,NonResidential,1551 EASTLAKE AVE E,SEATTLE,WA,98102,47.63349,-122.32634,LAKE UNION,1,1962,3,158600,120200,38400,Office,16,173.5,172.699996948,20383574,20291256,442.600006104,441.799987793,Office,97498,Parking,32821,Laboratory,20000,5124841,0,28053,Office,No Issue,Compliant,17485957,2805299,1.6,195.7
451,2018,FRYE DISTRIBUTION CENTER,NonResidential,660 S OTHELLO ST,SEATTLE,WA,98108,47.53764,-122.3232,GREATER DUWAMISH,1,1960,1,119661,119661,0,Distribution Center,88,6.300000191,6.199999809,756690,736135,14.699999809,14.600000381,Distribution Center,119661,,,,,162256,0,1825,Distribution Center,No Issue,Compliant,553616,182518,0.1,11.2
452,2018,1144 EASTLAKE BUILDING,NonResidential,1144 EASTLAKE AVE E,SEATTLE,WA,98109,47.62958,-122.32826,LAKE UNION,3,2001,7,139200,94472,44728,Office,61,66.699996948,66.699996948,5479479,5479479,186.899993896,186.899993896,Office,82098,,,,,1605943,0,0,Office,No Issue,Compliant,5479478,0,0.2,14.6
453,2018,701 DEXTER BUILDING,NonResidential,701 DEXTER AVE N,SEATTLE,WA,98109,47.62566,-122.34287,MAGNOLIA / QUEEN ANNE,7,1984,6,95721,61800,33921,Office,93,28.100000381,27.700000763,2689538,2652427,78.699996948,77.599998474,Office,95721,Parking,31746,,,777382,0,0,Office,No Issue,Compliant,2652427,0,0.1,7.1
455,2018,JUXT APARTMENTS (2017),Multifamily MR (5-9),810 DEXTER AVE N,SEATTLE,WA,98109,47.62677,-122.3417,MAGNOLIA / QUEEN ANNE,1,2016,7,391386,320844,70542,Multifamily Housing,100,21.899999619,21.399999619,6623618,6466136,35.299999237,34.799999237,Multifamily Housing,300270,Parking,38137,Restaurant,1661,620396,0,43493,Multifamily Housing,No Issue,Compliant,2116790,4349346,0.7,236.6
