OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
20428,2022,MATADOR/JAK'S GRILL/8 LIMBS YOGA/FITNESS TOGETHER,NonResidential,0952006350,4546 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56147,-122.38638,SOUTHWEST,1,1930,2,1,20700,20700,0,,207.5,207.5,4295511,4295511,280.2999878,280.2999878,Mixed Use Property,Non-Refrigerated Warehouse,6900,Restaurant,6900,Other - Recreation,4323,216222,,35578,Compliant,No Issue,737750,3557760,191.8,9.26
20430,2022,ALASKA HOUSE,Multifamily MR (5-9),0952006465,4539 42ND AVE SW,SEATTLE,WA,98116,47.56146,-122.38578,SOUTHWEST,1,1979,9,1,82876,64602,18274,90,38.79999924,40.09999847,3320649,3213640,89.30000305,92.69999695,Multifamily MR (5-9),Multifamily Housing,82876,NA,,NA,,703267,,9211,Compliant,No Issue,2399546,921100,58.1,0.9
20432,2022,CAPCO PLAZA (ALTAMIRA + QFC ETC.),Multifamily MR (5-9),1333100000,4550 42ND AVE SW,SEATTLE,WA,98116,47.56137,-122.38524,SOUTHWEST,1,2008,7,1,177417,177417,0,92,62.90000153,63.5,11260628,11162429,146.1999969,146.8000031,Multifamily MR (5-9),Parking,166384,Multifamily Housing,116180,Supermarket/Grocery Store,35318,2380948,,31368,Compliant,No Issue,8123795,3136830,197.8,1.11
20433,2022,West Seattle Bowl / Highstrike Grill,NonResidential,0952007220,4505 39TH AVE SW,SEATTLE,WA,98116,47.56263,-122.38196,SOUTHWEST,1,1948,1,1,41521,28397,13124,,,,,,,,Other - Recreation,Other - Recreation,26241,Parking,13124,Restaurant,2574,423098,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1443611,,5.5,0.19
20435,2022,TRADER JOE'S,NonResidential,0952007370,4545 FAUNTLEROY WAY SW,SEATTLE,WA,98126,47.56197,-122.38109,SOUTHWEST,1,1946,2,1,25762,25762,0,96,74,74,1906332,1906332,207.1999969,207.1999969,Supermarket/Grocery Store,Supermarket/Grocery Store,25762,NA,,NA,,558714,,,Compliant,No Issue,1906333,,7.3,0.28
20437,2022,LINK APARTMENTS,Multifamily MR (5-9),0952007715,4550 38TH AVE SW,SEATTLE,WA,98126,47.56141,-122.37967,SOUTHWEST,1,2010,7,1,213016,166230,46786,100,29.10000038,29.39999962,4879976,4829184,60.5,60.79999924,Multifamily MR (5-9),Multifamily Housing,153223,Parking,46786,Pre-school/Daycare,13007,834230,,20336,Compliant,No Issue,2846391,2033580,118.9,0.72
20439,2022,WEST SEATTLE FAMILY YMCA,NonResidential,0952007845,4515 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37805,SOUTHWEST,1,1984,1,1,60270,47785,12485,,,,,,,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,47785,Parking,0,Swimming Pool,0,564856,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1927288,,7.4,0.15
20440,2022,SK FOOD GROUP/LSG SKY CHEF,NonResidential,0952007920,4600 37TH AVE SW,SEATTLE,WA,98126,47.56175,-122.37835,SOUTHWEST,1,1981,3,1,43387,43387,0,,58.09999847,59.09999847,2077999,2044049,138.8999939,139.8999939,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,31172,Parking,14211,Office,4000,458476,,5137,Compliant,No Issue,1564320,513680,33.3,0.77
20441,2022,WEST SEATTLE ORCHARD,Multifamily LR (1-4),0952008120,4500 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37699,SOUTHWEST,1,1960,2,1,23983,23983,0,91,31.5,32.59999847,714979,690279,72.80000305,76,Multifamily LR (1-4),Multifamily Housing,21905,NA,,NA,,153013,,1929,Compliant,No Issue,522079,192900,12.2,0.51
20444,2022,FAIRWAY APARTMENT,Multifamily LR (1-4),0952008240,4511 35TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37658,SOUTHWEST,1,1963,4,1,29351,25891,3460,81,25.39999962,27,698111,658335,71.19999695,75.5,Multifamily LR (1-4),Multifamily Housing,25891,Parking,0,NA,,204605,,,Compliant,No Issue,698111,,2.7,0.1
20445,2022,Brookdale West Seattle,Multifamily MR (5-9),0952008285,4611 35TH AVE SW,SEATTLE,WA,98126,47.56162,-122.37655,SOUTHWEST,1,2003,7,1,106976,85990,20986,91,36.5,37.90000153,3719609,3581135,87.59999847,91.40000153,Multifamily MR (5-9),Multifamily Housing,52514,Senior Living Community,45545,Parking,20986,846643,,8309,Compliant,No Issue,2888747,830860,55.2,0.64
20447,2022,ADELPHI APTS,Multifamily LR (1-4),0955000005,230 23RD AVE E,SEATTLE,WA,98112,47.62117,-122.30226,SHARED: CENTRAL & EAST,3,1920,3,1,25475,25475,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
20452,2022,ELIZABETH JAMES HOUSE,Multifamily LR (1-4),0955000480,109 23RD AVE E,SEATTLE,WA,98112,47.61971,-122.30287,SHARED: CENTRAL & EAST,3,1968,3,1,40779,40779,0,85,28.5,29.39999962,1198711,1161572,79.80000305,82.30000305,Multifamily LR (1-4),Multifamily Housing,40779,Parking,0,NA,,351322,,,Compliant,No Issue,1198711,,4.6,0.11
20456,2022,THE PARKER APTS,Multifamily LR (1-4),0976000335,2701 3RD AVE W,SEATTLE,WA,98119,47.64425,-122.36125,MAGNOLIA / QUEEN ANNE,7,1965,3,1,38328,38328,0,57,41.90000153,43,1324120,1289922,117.1999969,120.3000031,Multifamily LR (1-4),Multifamily Housing,30810,Parking,4000,NA,,388077,,,Compliant,No Issue,1324120,,5.1,0.13
20470,2022,LAKE CITY CENTER,NonResidential,1453600540,12701 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72178,-122.29498,NORTH,5,1979,1,1,39350,39350,0,,,,,,,,Mixed Use Property,Supermarket/Grocery Store,19271,Retail Store,19249,Food Service,2663,0,,,Not Compliant,Missing EUI or Utility Data,0,,,
20472,2022,CEDAR PARK APARTMENTS,Multifamily MR (5-9),1453600660,12740 30TH AVE NE,SEATTLE,WA,98125,47.72235,-122.29584,NORTH,5,2008,6,1,193691,159277,34414,96,36.90000153,38.09999847,6067649,5869825,81.40000153,84.5,Multifamily MR (5-9),Multifamily Housing,159277,Parking,34414,NA,,1187567,,20157,Compliant,No Issue,4051979,2015670,122.6,0.77
20474,2022,CASCADE BUILDING,NonResidential,1453600740,12535 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72032,-122.29507,NORTH,5,1949,1,1,22405,22405,0,,,,,,,,Other,Other,11000,Retail Store,10500,NA,,294554,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1005018,,3.9,0.17
20480,2022,LAKE CITY HOUSE,Multifamily MR (5-9),1453601041,12546 33RD AVE NE,SEATTLE,WA,98125,47.72082,-122.29195,NORTH,5,1971,7,1,86283,86283,0,67,42.59999847,43.40000153,3743638,3678883,103.5999985,105.5999985,Multifamily MR (5-9),Multifamily Housing,86283,NA,,NA,,867310,,7844,Compliant,No Issue,2959263,784380,53,0.61
20484,2022,CITY NORTH APTS (FORMERLY REKHI BUILDING),Multifamily MR (5-9),1453601220,12508 LAKE CITY WAY NE,SEATTLE,WA,98125,47.71951,-122.29477,NORTH,5,2001,6,1,57775,46489,11286,,25.79999924,26.5,2339176,2274574,72.30000305,74.30000305,Multifamily MR (5-9),Multifamily Housing,71073,Retail Store,17043,Parking,11286,685573,,,Compliant,No Issue,2339176,,9,0.19
20490,2022,SOLARA APTS,Multifamily MR (5-9),1453601380,12736 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72226,-122.29316,NORTH,5,2001,5,3,320739,227479,93260,88,48.59999847,49,10852762,10765538,93.80000305,94.30000305,Multifamily MR (5-9),Multifamily Housing,215810,Parking,93260,Retail Store,5868,1590719,,54252,Compliant,No Issue,5427533,5425230,308.9,1.36
20493,2022,SPRING LAKE APTS,Multifamily LR (1-4),1453602441,12528 35TH AVE NE,SEATTLE,WA,98125,47.72008,-122.29031,NORTH,5,1986,3,3,67624,50567,17057,70,33.59999847,35,1726787,1658893,94.09999847,97.90000153,Multifamily LR (1-4),Multifamily Housing,49385,Parking,8960,NA,,506092,,,Compliant,No Issue,1726787,,6.6,0.13
20494,2022,CEDAR PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1454100350,13224 37TH AVE NE,SEATTLE,WA,98125,47.72606,-122.28747,NORTH,5,2013,1,1,32590,32590,0,81,36.90000153,37.90000153,1371346,1334219,65.30000305,66.59999847,K-12 School,K-12 School,36183,NA,,NA,,162655,,8164,Compliant,No Issue,554979,816370,45.5,1.4
20496,2022,CEDAR POINTE OF SEATTLE CONDOMINIUM,Multifamily LR (1-4),1459950000,750 N 143RD ST,SEATTLE,WA,98133,47.73279,-122.34851,NORTHWEST,5,1978,4,1,73234,73234,0,85,25.10000038,25.79999924,1889909,1838258,70.30000305,72.30000305,Multifamily LR (1-4),Multifamily Housing,73234,NA,,NA,,553901,,,Compliant,No Issue,1889909,,7.2,0.1
20497,2022,CEDARS APARTMENTS (BELLTOWN),Multifamily MR (5-9),1472350000,2615 1ST AVE,SEATTLE,WA,98121,47.61543,-122.35074,DOWNTOWN,7,1988,5,1,145018,132358,12660,81,31.60000038,32.5,1941328,1883717,82,84.19999695,Multifamily MR (5-9),Multifamily Housing,54168,Parking,12660,Restaurant,5515,500735,,2328,Compliant,No Issue,1708508,232820,18.9,0.14
20500,2022,CENTRAL PARK,NonResidential,1486300005,700 S HOMER ST,SEATTLE,WA,98108,47.552,-122.32262,GREATER DUWAMISH,2,1985,1,2,61419,61419,0,,41.70000076,45.40000153,2791474,2558989,94.5,102.1999969,Office,Office,45212,Manufacturing/Industrial Plant,11784,Non-Refrigerated Warehouse,4423,560320,,8797,Compliant,No Issue,1911811,879660,54.1,0.88
20503,2022,SEATTLE CHILDREN'S HOSPITAL  (ODESSA BROWN CHILDREN'S CLINIC),NonResidential,1493600000,2101 E YESLER WAY,SEATTLE,WA,98122,47.60132,-122.30477,CENTRAL,3,1990,2,1,39000,39000,0,48,67.59999847,67.59999847,2636276,2636276,161.1000061,161.1000061,Medical Office,Medical Office,39000,NA,,NA,,588513,,6283,Compliant,No Issue,2008005,628270,41.1,1.05
20506,2022,NW ART AND FRAME/HUSKY ICE CREAM,NonResidential,1495300045,4721 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56018,-122.38716,SOUTHWEST,1,1924,1,1,22180,22180,0,,200,204.6999969,4539350,4434906,387.5,394.1000061,Other - Mall,Other - Mall,14000,Restaurant,8180,NA,,665868,,22674,Compliant,No Issue,2271943,2267410,129.1,5.82
20509,2022,APARTMENT & OFFICE/RETAIL BLDG,Multifamily LR (1-4),1495300325,4739 44TH AVE SW,SEATTLE,WA,98116,47.56001,-122.38856,SOUTHWEST,1,2007,4,1,28560,22960,5600,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
20512,2022,CENTRAL PARK EAST CONDOMINIUM,Multifamily LR (1-4),1496130000,2001 E YESLER WAY,SEATTLE,WA,98122,47.60109,-122.30551,CENTRAL,3,1980,3,1,52166,52166,0,61,28.89999962,30.60000038,1330034,1255006,80.80000305,85.59999847,Multifamily LR (1-4),Multifamily Housing,43490,NA,,NA,,389811,,,Compliant,No Issue,1330034,,5.1,0.1
20515,2022,BEACON HILL SCHOOL (SPS-DISTRICT),SPS-District K-12,1498300850,2025 14TH AVE S,SEATTLE,WA,98144,47.58547,-122.3151,GREATER DUWAMISH,2,1971,1,1,51704,51704,0,71,37.40000153,39.5,2044714,1935310,70.80000305,73.09999847,K-12 School,K-12 School,51704,NA,,NA,,273146,,11127,Compliant,No Issue,931974,1112740,62.7,1.21
20519,2022,2001 Plum LLC,NonResidential,1498302035,2001 S PLUM ST,SEATTLE,WA,98144,47.58513,-122.30645,GREATER DUWAMISH,2,1969,1,1,25920,25920,0,12,53.20000076,54.90000153,1421775,1378262,131,133.3000031,Distribution Center,Distribution Center,19277,Refrigerated Warehouse,4051,Office,2592,328772,,3000,Compliant,No Issue,1121769,300010,20.2,0.78
20520,2022,ORIENTAL MEATS,NonResidential,1498302080,2001 21ST AVE S,SEATTLE,WA,98144,47.58528,-122.30595,GREATER DUWAMISH,2,1953,1,1,25480,25480,0,,22.5,22.89999962,582340,572881,63,64,Refrigerated Warehouse,Refrigerated Warehouse,25480,NA,,NA,,170674,,,Compliant,No Issue,582339,,2.2,0.09
20522,2022,MB WAREHOUSE LLC,NonResidential,1498302235,2028 21ST AVE S,SEATTLE,WA,98144,47.58482,-122.30501,GREATER DUWAMISH,2,1970,2,1,31000,31000,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
20523,2022,IMPRESSIONS NORTHWEST,NonResidential,1498302245,2001 22ND AVE S,SEATTLE,WA,98144,47.58528,-122.305,GREATER DUWAMISH,2,1961,1,1,29740,29740,0,79,21.79999924,22.29999924,664381,647718,57.59999847,58.20000076,Office,Office,18644,Non-Refrigerated Warehouse,11096,NA,,172989,,741,Compliant,No Issue,590239,74140,6.2,0.21
20526,2022,FAMILY SERVICES,NonResidential,1498302455,1900 RAINIER AVE S,SEATTLE,WA,98144,47.58579,-122.3034,SOUTHEAST,2,2009,3,1,38075,38075,0,,61.5,62.40000153,2099081,2069484,165.8000031,168.1999969,Office,Office,23990,K-12 School,5585,Retail Store,4080,578922,,1238,Compliant,No Issue,1975281,123800,14.2,0.37
20529,2022,CENTER PARK APTS,Multifamily MR (5-9),1498303190,2100 25TH AVE S,SEATTLE,WA,98144,47.58421,-122.29978,SOUTHEAST,3,1969,7,1,139530,111176,28354,68,38.29999924,39.59999847,4407586,4255550,107.1999969,111,Multifamily MR (5-9),Multifamily Housing,111176,Parking,28354,NA,,1291789,,0,Compliant,No Issue,4407584,0,16.9,0.15
20531,2022,RED CROSS,NonResidential,1498303300,1900 25TH AVE S,SEATTLE,WA,98144,47.5859,-122.29957,SOUTHEAST,3,1970,2,1,39170,39170,0,44,108.3000031,111.0999985,3944988,3844068,149.8000031,152.8000031,Office,Office,35500,NA,,NA,,214662,,32126,Compliant,No Issue,732426,3212560,173.4,4.43
20532,2022,TENNIS CENTER,Nonresidential COS,1498303565,2000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,47.58476,-122.29765,SOUTHEAST,3,1977,1,1,36070,36070,0,,15.5,15.69999981,1047088,1029687,43.29999924,44,Other - Recreation,Other - Recreation,66597,NA,,NA,,306884,,,Compliant,No Issue,1047088,,4,0.11
20534,2022,CENTRE COURT,Multifamily MR (5-9),1499000000,116 WARREN AVE N,SEATTLE,WA,98109,47.61911,-122.35377,MAGNOLIA / QUEEN ANNE,7,2002,5,1,34542,25514,9028,,38.20000076,39,994400,975285,73.09999847,75.19999695,Multifamily MR (5-9),Multifamily Housing,21169,Parking,9028,Office,4345,146356,,4950,Compliant,No Issue,499366,495030,28.2,1.11
20541,2022,MYCON'S USED CARS,NonResidential,1624049229,3711 RAINIER AVE S,SEATTLE,WA,98144,47.56979,-122.29234,SOUTHEAST,2,1963,2,1,20047,20047,0,,9.199999809,9.399999619,188115,184519,25.79999924,26.29999924,Other - Services,Other - Services,20047,NA,,NA,,55133,,,Compliant,No Issue,188115,,0.7,0.04
20542,2022,THE CRESTVIEW,Multifamily LR (1-4),1624049248,3630 RENTON AVE S,SEATTLE,WA,98144,47.57086,-122.29546,SOUTHEAST,2,1968,3,1,37080,37080,0,71,31.70000076,33,1222115,1174619,88.69999695,92.30000305,Multifamily LR (1-4),Multifamily Housing,37080,NA,,NA,,358181,,,Compliant,No Issue,1222115,,4.7,0.13
20543,2022,ANDOVER COURT APTS,Multifamily LR (1-4),1624049282,4000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,47.56791,-122.29643,SOUTHEAST,2,2002,3,1,22108,22108,0,37,42.59999847,43.90000153,954764,928413,119.4000015,122.8000031,Multifamily LR (1-4),Multifamily Housing,21772,NA,,NA,,279825,,,Compliant,No Issue,954764,,3.7,0.17
20552,2022,OLD WESTERN STEEL CASTING CO,NonResidential,1327300008,3300 1ST AVE S,SEATTLE,WA,98134,47.57403,-122.3336,GREATER DUWAMISH,2,1914,1,1,20000,20000,0,,24.29999924,24.29999924,485674,485674,68,68,Retail Store,Retail Store,20000,NA,,NA,,142343,,,Compliant,No Issue,485674,,1.9,0.09
20564,2022,SWEETBRIAR APTS (MIXED USE),Multifamily LR (1-4),1794500785,2103 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63734,-122.35724,MAGNOLIA / QUEEN ANNE,7,2008,4,1,84147,52763,31384,93,32.40000153,32.40000153,1772112,1768332,78.59999847,78.59999847,Multifamily LR (1-4),Multifamily Housing,43710,Parking,30355,Strip Mall,7281,407793,,3807,Compliant,No Issue,1391388,380720,25.6,0.48
20565,2022,SAFEWAY STORE # 368,NonResidential,1794500895,2100 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63776,-122.35606,MAGNOLIA / QUEEN ANNE,7,1962,1,1,25159,25159,0,96,128.8999939,128.8999939,3337063,3337063,262.3999939,262.3999939,Supermarket/Grocery Store,Supermarket/Grocery Store,25883,Parking,0,NA,,550722,,14580,Compliant,No Issue,1879063,1458000,84.6,3.36
20570,2022,EDEN HILL (NEW MIX-USE),Multifamily LR (1-4),1794501111,1925 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63678,-122.35734,MAGNOLIA / QUEEN ANNE,7,2007,4,1,83175,51203,31972,61,62,62.20000076,2748135,2740286,139.1999969,139.6999969,Multifamily LR (1-4),Parking,31108,Multifamily Housing,29143,Retail Store,13352,550669,,8692,Compliant,No Issue,1878883,869250,53.4,1.04
20573,2022,QUEEN ANNE COMMUNITY CENTER,Nonresidential COS,1794501150,1901 1ST AVE W,SEATTLE,WA,98119,47.63629,-122.35922,MAGNOLIA / QUEEN ANNE,7,1948,1,1,27247,27247,0,,102.4000015,107.6999969,2779378,2642876,138.1999969,143.6999969,Other - Recreation,Other - Recreation,25809,NA,,NA,,132410,,23276,Compliant,No Issue,451784,2327590,125.4,4.6
20577,2022,PARK VISTA APARTMENTS,Multifamily MR (5-9),1797501310,5810 COWEN PL NE,SEATTLE,WA,98105,47.67141,-122.31219,NORTHEAST,4,1928,5,1,58735,58735,0,94,40.59999847,41.70000076,2446722,2382571,54.5,55.70000076,Multifamily MR (5-9),Multifamily Housing,58735,NA,,NA,,117245,,20467,Compliant,No Issue,400041,2046680,110.2,1.88
20585,2022,ANHALT BUILDING APARTMENTS,Multifamily LR (1-4),1806900395,1600 E JOHN ST,SEATTLE,WA,98112,47.61991,-122.31095,EAST,3,2015,3,2,29848,23293,6555,58,35,36.5,1122528,1077929,98.09999847,102.1999969,Multifamily LR (1-4),Multifamily Housing,30757,Parking,6610,NA,,328994,,,Not Compliant,Account Requires Verification,1122528,,4.3,0.18
20586,2022,BUCKLEY APTS,Multifamily LR (1-4),1806900405,201 17TH AVE E,SEATTLE,WA,98112,47.6199,-122.31037,EAST,3,1928,3,1,34455,31455,3000,44,75.30000305,77.09999847,2425029,2367394,96.5,98.40000153,Multifamily LR (1-4),Multifamily Housing,31455,Parking,0,NA,,92143,,21106,Compliant,No Issue,314392,2110640,113.3,3.6
20594,2022,BOYLSTON PLACE,Multifamily LR (1-4),1817800015,1816 BOYLSTON AVE,SEATTLE,WA,98122,47.61807,-122.32285,EAST,3,1990,4,1,28038,21723,6315,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
20597,2022,LANCASTER APTS,Multifamily LR (1-4),1817800135,704 E THOMAS ST,SEATTLE,WA,98102,47.62121,-122.32292,EAST,3,1924,3,1,24939,24939,0,90,23.89999962,24.79999924,619067,595412,66.80000305,69.5,Multifamily LR (1-4),Multifamily Housing,24939,NA,,NA,,181438,,,Compliant,No Issue,619067,,2.4,0.1
20604,2022,WAREHOUSE,NonResidential,1824049012,20 S IDAHO ST,SEATTLE,WA,98134,47.56489,-122.3409,GREATER DUWAMISH,2,1955,1,1,26680,26680,0,53,18,18.29999924,621383,613374,50.5,51.20000076,Distribution Center,Distribution Center,33987,NA,,NA,,182117,,,Not Compliant,Default Data,621383,,2.4,0.09
20605,2022,VISKO BUILDING,NonResidential,1824049044,4229 W MARGINAL WAY SW,SEATTLE,WA,98106,47.56447,-122.35335,DELRIDGE NEIGHBORHOODS,1,1953,1,1,31521,31521,0,1,95.09999847,95.09999847,2996306,2996306,160.1000061,160.1000061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521,NA,,NA,,318198,,19106,Compliant,No Issue,1085693,1910610,105.6,3.35
20613,2022,QFC WAREHOUSE,NonResidential,1824049069,3663 1ST AVE S,SEATTLE,WA,98134,47.56982,-122.33479,GREATER DUWAMISH,2,1951,1,1,24000,24000,0,49,43.09999847,47.20000076,1133400,1033782,72.90000153,77.30000305,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,24000,NA,,NA,,111394,,7533,Compliant,No Issue,380075,753320,41.5,1.73
20614,2022,J C WRIGHT SALES COMPANY,NonResidential,1824049070,14 S IDAHO ST,SEATTLE,WA,98134,47.56487,-122.34181,GREATER DUWAMISH,2,1952,1,1,21900,21900,0,,,,,,,,Self-Storage Facility,Self-Storage Facility,21900,NA,,NA,,28236,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",96342,,0.4,0.02
20622,2022,THE NOBLE APARTMENTS,Multifamily MR (5-9),1825049006,4301 STONE WAY N,SEATTLE,WA,98103,47.65941,-122.34255,LAKE UNION,4,2012,5,1,114461,76966,37495,99,36.29999924,36.59999847,2864140,2838983,73.59999847,74,Multifamily MR (5-9),Multifamily Housing,78300,Parking,37495,NA,,466256,,12733,Compliant,No Issue,1590867,1273270,73.7,0.96
20624,2022,PORTOFINO APARTMENTS,Multifamily MR (5-9),1825049039,3815 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65331,-122.34445,LAKE UNION,4,2008,5,1,40505,25885,14620,96,31.89999962,32.09999847,827546,823145,89.40000153,89.90000153,Multifamily MR (5-9),Multifamily Housing,25770,Parking,14545,NA,,242540,,,Compliant,No Issue,827546,,3.2,0.12
20626,2022,ALASKAN COPPER AND BRASS CO,NonResidential,1327300065,3317 6TH AVE S,SEATTLE,WA,98134,47.57382,-122.32672,GREATER DUWAMISH,2,1975,1,1,49950,49950,0,53,6.800000191,6.800000191,339949,337520,18.89999962,19.10000038,Distribution Center,Distribution Center,49950,NA,,NA,,99633,,,Compliant,No Issue,339949,,1.3,0.03
20630,2022,CANTERBURY SHORES CONDOMINIUM,Multifamily LR (1-4),1330800000,2501 CANTERBURY LN E,SEATTLE,WA,98112,47.64202,-122.28039,EAST,3,1967,4,1,118154,118154,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
20644,2022,PARKRIDGE APTS,Multifamily LR (1-4),1337800870,1210 15TH AVE E,SEATTLE,WA,98112,47.6315,-122.31221,EAST,3,1984,3,1,66885,61715,5170,79,32,32.90000153,1479098,1435879,89.5,92.19999695,Multifamily LR (1-4),Multifamily Housing,44900,Parking,5170,NA,,433499,,,Compliant,No Issue,1479098,,5.7,0.09
20645,2022,STEVENS ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1337801270,1242 18TH AVE E,SEATTLE,WA,98112,47.6315,-122.30761,EAST,3,2001,3,1,62078,62078,0,71,39.90000153,41.40000153,2738413,2638501,70.69999695,72.30000305,K-12 School,K-12 School,66146,NA,,NA,,319458,,16484,Compliant,No Issue,1089992,1648420,91.7,1.48
20653,2022,CARBON 56,Multifamily MR (5-9),1354300000,2015 TERRY AVE,SEATTLE,WA,98121,47.6172,-122.3359,DOWNTOWN,7,2004,5,1,62665,62665,0,98,44.5,27.29999924,1704973,2786335,74.90000153,56.79999924,Multifamily MR (5-9),Multifamily Housing,62565,Parking,23870,NA,,294866,,19062,Compliant,No Issue,1006081,1906220,105.1,1.68
20656,2022,HOWELL STREET APARTMENTS,Multifamily LR (1-4),1355300034,1401 E HOWELL ST,SEATTLE,WA,98122,47.61736,-122.31399,EAST,3,1987,4,1,34924,29492,5432,98,20.29999924,21,618739,598706,56.79999924,58.70000076,Multifamily LR (1-4),Multifamily Housing,29492,Parking,5432,NA,,181342,,,Compliant,No Issue,618739,,2.4,0.08
20658,2022,CARLETON HOUSE CONDOMINIUM,Multifamily MR (5-9),1368300000,2565 DEXTER AVE N,SEATTLE,WA,98109,47.64364,-122.34645,MAGNOLIA / QUEEN ANNE,7,1975,5,1,62820,62820,0,90,23.39999962,24.39999962,1478775,1416753,65.59999847,68.40000153,Multifamily MR (5-9),Multifamily Housing,60500,NA,,NA,,433404,,,Compliant,No Issue,1478775,,5.7,0.09
20659,2022,MAGNOLIA UNITED CHURCH OF CHRIST,NonResidential,1370802570,3555 W MCGRAW ST,SEATTLE,WA,98199,47.63927,-122.4032,MAGNOLIA / QUEEN ANNE,7,1947,2,1,22612,22612,0,,,,,,,,Worship Facility,Worship Facility,22612,NA,,NA,,45114,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",153931,,0.6,0.03
20667,2022,CHE SENH MINH,Multifamily LR (1-4),1389800115,2523 15TH AVE S,SEATTLE,WA,98144,47.58025,-122.31381,GREATER DUWAMISH,2,2003,4,1,27076,27076,0,92,23.5,23.89999962,648120,636596,65.80000305,67,Multifamily LR (1-4),Multifamily Housing,27076,NA,,NA,,189953,,,Compliant,No Issue,648120,,2.5,0.09
20668,2022,CARRARA CONDOMINIUM,Multifamily MR (5-9),1400500000,123 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.61934,-122.35713,MAGNOLIA / QUEEN ANNE,7,1999,6,1,48150,48150,0,96,25.20000076,25.89999962,1246422,1214127,70.59999847,72.5,Multifamily MR (5-9),Multifamily Housing,48150,NA,,NA,,365306,,,Compliant,No Issue,1246422,,4.8,0.1
20675,2022,CASCADE CONDOMINIUM,Multifamily MR (5-9),1421800000,2420 8TH AVE N,SEATTLE,WA,98109,47.63972,-122.34236,MAGNOLIA / QUEEN ANNE,7,1991,5,2,59227,59227,0,71,41.29999924,43.29999924,2562434,2445874,77.30000305,80.69999695,Multifamily MR (5-9),Multifamily Housing,59227,Parking,14000,NA,,349799,,13689,Compliant,No Issue,1193515,1368920,77.3,1.3
20685,2022,TOYOTA OF LAKE CITY (2013),NonResidential,1453600005,13355 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72599,-122.29314,NORTH,5,1976,2,1,38787,38787,0,,,,,,,,NA,Vehicle Dealership,38787,Parking,0,NA,,615974,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",2101702,,8.1,0.21
